from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
124,124,,,245997724599793+366576+0,245997724599783+366247+0,1,
124,124,,,245997724599793+366749+0,245997724599783+366247+0,1,
124,124,,,245997724599793+366613+0,245997724599783+366272+0,1,
124,124,,,245997724599793+366760+0,245997724599783+366272+0,1,
124,124,,,245997724599793+366645+0,245997724599783+366286+0,1,
124,124,,,245997724599793+366653+0,245997724599783+366295+0,1,
124,124,,,245997724599793+366661+0,245997724599783+366301+0,1,
124,124,,,245997724599793+366842+0,245997724599783+366317+0,1,
124,124,,,245997724599793+366682+0,245997724599783+366325+0,1,
124,124,,,245997724599793+366777+0,245997724599783+366325+0,1,
124,124,,,245997724599783+366690+0,245997724599783+366343+0,1,
124,124,,,245997724599793+366782+0,245997724599783+366343+0,1,
124,124,,,245997724599793+366789+0,245997724599783+366416+0,1,
131,131,,,245997724599793+366851+0,245997724599783+366416+0,1,
140,140,,,245997724599793+366898+0,245997724599783+366416+0,1,
124,124,,,245997724599793+366106+0,245997724599783+366423+0,1,
124,124,,,245997724599793+366205+0,245997724599783+366512+0,1,
124,124,,,245997724599793+366223+0,245997724599783+366532+1,1,
131,131,,,245997724599793+366393+1,245997724599783+366537+1,1,
124,124,,,245997724599793+366249+1,245997724599783+366603+1,1,
124,124,,,245997724599793+366290+1,245997724599783+366648+0,1,
124,124,,,245997724599793+366298+0,245997724599783+366657+0,1,
124,124,,,245997724599793+366305+0,245997724599783+366664+0,1,
124,124,,,245997724599793+366773+0,245997724599783+366669+0,1,
124,124,,,245997724599783+366312+0,245997724599783+366674+0,1,
124,124,,,245997724599793+366321+0,245997724599783+366677+0,1,
124,124,,,245997724599793+366782+0,245997724599783+366690+0,1,
140,140,,,245997724599793+366895+0,245997724599783+366690+0,1,
124,124,,,245997724599793+366208+0,245997724599783+366809+0,1,
131,131,,,245997724599793+366521+0,245997724599783+366809+0,1,
76,76,,,245997724599783+368020+0,245997724599783+367099+0,1,
76,76,,,245997724599793+368161+0,245997724599783+367380+0,1,
76,76,,,245997724599783+368171+0,245997724599783+367387+0,1,
76,76,,,245997724599793+367044+1,245997724599783+367422+1,1,
76,76,,,245997724599793+367261+0,245997724599783+367710+0,1,
76,76,,,245997724599783+367057+0,245997724599783+367717+0,1,
76,76,,,245997724599793+367060+0,245997724599783+367724+1,1,
74,74,,,245997724599793+367063+1,245997724599783+367752+1,1,
94,94,,,245997724599793+369164+0,245997724599783+368009+0,1,
76,76,,,245997724599793+367090+1,245997724599783+368018+1,1,
76,76,,,245997724599783+367348+1,245997724599783+368114+1,1,
76,76,,,245997724599793+367376+0,245997724599783+368152+0,1,
76,76,,,245997724599793+367384+0,245997724599783+368165+0,1,
94,94,,,245997724599793+369269+0,245997724599783+368171+0,1,
33,33,,,245997724599793+368879+0,245997724599783+368333+0,1,
33,33,,,245997724599783+368883+0,245997724599783+368338+0,1,
33,33,,,245997724599793+368888+0,245997724599783+368342+0,1,
33,33,,,245997724599793+368268+0,245997724599783+368402+0,1,
33,33,,,245997724599783+368344+0,245997724599783+368891+0,1,
124,124,,,245997724599794+366576+0,245997724599784+366247+0,1,
124,124,,,245997724599794+366749+0,245997724599784+366247+0,1,
124,124,,,245997724599794+366613+0,245997724599784+366272+0,1,
124,124,,,245997724599794+366760+0,245997724599784+366272+0,1,
124,124,,,245997724599794+366645+0,245997724599784+366286+0,1,
124,124,,,245997724599794+366653+0,245997724599784+366295+0,1,
124,124,,,245997724599794+366661+0,245997724599784+366301+0,1,
124,124,,,245997724599794+366842+0,245997724599784+366317+0,1,
124,124,,,245997724599794+366682+0,245997724599784+366325+0,1,
124,124,,,245997724599794+366777+0,245997724599784+366325+0,1,
124,124,,,245997724599784+366690+0,245997724599784+366343+0,1,
124,124,,,245997724599794+366782+0,245997724599784+366343+0,1,
124,124,,,245997724599794+366789+0,245997724599784+366416+0,1,
131,131,,,245997724599794+366851+0,245997724599784+366416+0,1,
140,140,,,245997724599794+366898+0,245997724599784+366416+0,1,
124,124,,,245997724599794+366106+0,245997724599784+366423+0,1,
124,124,,,245997724599794+366205+0,245997724599784+366512+0,1,
124,124,,,245997724599794+366223+0,245997724599784+366532+1,1,
131,131,,,245997724599794+366393+1,245997724599784+366537+1,1,
124,124,,,245997724599794+366249+1,245997724599784+366603+1,1,
124,124,,,245997724599794+366290+1,245997724599784+366648+0,1,
124,124,,,245997724599794+366298+0,245997724599784+366657+0,1,
124,124,,,245997724599794+366305+0,245997724599784+366664+0,1,
124,124,,,245997724599794+366773+0,245997724599784+366669+0,1,
124,124,,,245997724599784+366312+0,245997724599784+366674+0,1,
124,124,,,245997724599794+366321+0,245997724599784+366677+0,1,
124,124,,,245997724599794+366782+0,245997724599784+366690+0,1,
140,140,,,245997724599794+366895+0,245997724599784+366690+0,1,
124,124,,,245997724599794+366208+0,245997724599784+366809+0,1,
131,131,,,245997724599794+366521+0,245997724599784+366809+0,1,
76,76,,,245997724599784+368020+0,245997724599784+367099+0,1,
76,76,,,245997724599794+368161+0,245997724599784+367380+0,1,
76,76,,,245997724599784+368171+0,245997724599784+367387+0,1,
76,76,,,245997724599794+367044+1,245997724599784+367422+1,1,
76,76,,,245997724599794+367261+0,245997724599784+367710+0,1,
76,76,,,245997724599784+367057+0,245997724599784+367717+0,1,
76,76,,,245997724599794+367060+0,245997724599784+367724+1,1,
74,74,,,245997724599794+367063+1,245997724599784+367752+1,1,
94,94,,,245997724599794+369164+0,245997724599784+368009+0,1,
76,76,,,245997724599794+367090+1,245997724599784+368018+1,1,
76,76,,,245997724599784+367348+1,245997724599784+368114+1,1,
76,76,,,245997724599794+367376+0,245997724599784+368152+0,1,
76,76,,,245997724599794+367384+0,245997724599784+368165+0,1,
94,94,,,245997724599794+369269+0,245997724599784+368171+0,1,
33,33,,,245997724599794+368879+0,245997724599784+368333+0,1,
33,33,,,245997724599784+368883+0,245997724599784+368338+0,1,
33,33,,,245997724599794+368888+0,245997724599784+368342+0,1,
33,33,,,245997724599794+368268+0,245997724599784+368402+0,1,
33,33,,,245997724599784+368344+0,245997724599784+368891+0,1,
112,112,,,245997724599793+366212+0,245997724599793+366080+0,1,
112,112,,,245997724599793+366219+0,245997724599793+366081+0,1,
124,124,,,245997724599783+366416+0,245997724599793+366096+0,1,
124,124,,,245997724599793+366789+0,245997724599793+366096+0,1,
124,124,,,245997724599793+366427+0,245997724599793+366112+1,1,
124,124,,,245997724599793+366445+1,245997724599793+366132+1,1,
124,124,,,245997724599793+366456+1,245997724599793+366165+1,1,
124,124,,,245997724599793+366498+1,245997724599793+366203+1,1,
124,124,,,245997724599793+366517+1,245997724599793+366212+0,1,
124,124,,,245997724599793+366528+0,245997724599793+366219+0,1,
124,124,,,245997724599793+366730+0,245997724599793+366219+0,1,
124,124,,,245997724599793+366541+0,245997724599793+366231+0,1,
124,124,,,245997724599793+366733+0,245997724599793+366231+0,1,
124,124,,,245997724599793+366549+0,245997724599793+366233+0,1,
124,124,,,245997724599793+366553+0,245997724599793+366235+0,1,
124,124,,,245997724599793+366739+0,245997724599793+366235+0,1,
124,124,,,245997724599783+366559+0,245997724599793+366239+0,1,
124,124,,,245997724599793+366565+0,245997724599793+366241+0,1,
124,124,,,245997724599793+366744+0,245997724599793+366241+0,1,
124,124,,,245997724599793+366573+0,245997724599793+366243+0,1,
124,124,,,245997724599793+366585+0,245997724599793+366254+0,1,
124,124,,,245997724599793+366591+0,245997724599793+366258+0,1,
124,124,,,245997724599793+366752+0,245997724599793+366258+0,1,
124,124,,,245997724599793+366595+0,245997724599793+366260+0,1,
124,124,,,245997724599793+366599+0,245997724599793+366262+0,1,
124,124,,,245997724599793+366755+0,245997724599793+366262+0,1,
124,124,,,245997724599793+366607+0,245997724599793+366266+0,1,
124,124,,,245997724599793+366619+0,245997724599793+366274+0,1,
124,124,,,245997724599793+366627+0,245997724599793+366280+0,1,
124,124,,,245997724599793+366641+0,245997724599793+366284+0,1,
124,124,,,245997724599783+366669+0,245997724599793+366310+0,1,
124,124,,,245997724599793+366773+0,245997724599793+366310+0,1,
124,124,,,245997724599793+366695+0,245997724599793+366346+0,1,
124,124,,,245997724599793+366785+0,245997724599793+366346+0,1,
124,124,,,245997724599793+366151+0,245997724599793+366375+0,1,
124,124,,,245997724599793+366804+1,245997724599793+366391+1,1,
131,131,,,245997724599793+366804+1,245997724599793+366391+1,1,
124,124,,,245997724599793+366733+0,245997724599793+366398+0,1,
124,124,,,245997724599793+366098+0,245997724599793+366421+0,1,
124,124,,,245997724599793+366361+0,245997724599793+366431+0,1,
116,116,,,245997724599793+366120+0,245997724599793+366433+1,1,
124,124,,,245997724599793+366120+0,245997724599793+366433+1,1,
116,116,,,245997724599793+366127+1,245997724599793+366441+1,1,
124,124,,,245997724599793+366127+1,245997724599793+366441+1,1,
140,140,,,245997724599793+366856+1,245997724599793+366451+1,1,
116,116,,,245997724599793+366134+1,245997724599793+366453+1,1,
124,124,,,245997724599793+366134+1,245997724599793+366453+1,1,
124,124,,,245997724599793+366141+1,245997724599793+366460+1,1,
124,124,,,245997724599793+366145+1,245997724599793+366462+0,1,
124,124,,,245997724599793+366157+0,245997724599793+366468+0,1,
124,124,,,245997724599793+366161+0,245997724599793+366472+0,1,
124,124,,,245997724599793+366167+0,245997724599793+366474+0,1,
140,140,,,245997724599793+366861+1,245997724599793+366478+1,1,
124,124,,,245997724599793+366171+0,245997724599793+366480+0,1,
140,140,,,245997724599793+366861+1,245997724599793+366482+1,1,
124,124,,,245997724599793+366177+0,245997724599793+366484+0,1,
124,124,,,245997724599793+366183+0,245997724599793+366488+0,1,
124,124,,,245997724599793+366187+0,245997724599793+366494+0,1,
124,124,,,245997724599793+366193+0,245997724599793+366502+0,1,
124,124,,,245997724599793+366199+0,245997724599793+366506+0,1,
140,140,,,245997724599793+366865+1,245997724599793+366510+1,1,
124,124,,,245997724599793+366208+0,245997724599793+366521+0,1,
124,124,,,245997724599793+366216+0,245997724599793+366526+0,1,
124,124,,,245997724599793+366730+0,245997724599793+366528+0,1,
131,131,,,245997724599793+366816+0,245997724599793+366549+0,1,
140,140,,,245997724599793+366870+0,245997724599793+366549+0,1,
124,124,,,245997724599793+366739+0,245997724599793+366553+0,1,
124,124,,,245997724599793+366227+1,245997724599793+366557+1,1,
124,124,,,245997724599793+366744+0,245997724599793+366565+0,1,
131,131,,,245997724599793+366820+0,245997724599793+366565+0,1,
140,140,,,245997724599793+366874+0,245997724599793+366573+0,1,
124,124,,,245997724599793+366749+0,245997724599793+366576+0,1,
131,131,,,245997724599793+366825+0,245997724599793+366585+0,1,
124,124,,,245997724599793+366752+0,245997724599793+366591+0,1,
140,140,,,245997724599783+366877+0,245997724599793+366595+0,1,
124,124,,,245997724599793+366755+0,245997724599793+366599+0,1,
131,131,,,245997724599793+366828+0,245997724599793+366599+0,1,
124,124,,,245997724599793+366760+0,245997724599793+366613+0,1,
140,140,,,245997724599793+366881+0,245997724599793+366619+0,1,
124,124,,,245997724599793+366268+1,245997724599793+366623+1,1,
131,131,,,245997724599793+366834+0,245997724599793+366627+0,1,
124,124,,,245997724599793+366276+1,245997724599793+366631+1,1,
140,140,,,245997724599793+366885+0,245997724599793+366641+0,1,
131,131,,,245997724599793+366837+0,245997724599793+366645+0,1,
140,140,,,245997724599793+366888+0,245997724599793+366661+0,1,
124,124,,,245997724599793+366777+0,245997724599793+366682+0,1,
140,140,,,245997724599793+366892+0,245997724599793+366682+0,1,
124,124,,,245997724599783+366329+0,245997724599793+366685+0,1,
124,124,,,245997724599783+366336+0,245997724599793+366687+0,1,
124,124,,,245997724599793+366785+0,245997724599793+366695+0,1,
131,131,,,245997724599793+366848+0,245997724599793+366695+0,1,
124,124,,,245997724599793+366145+1,245997724599793+366715+0,1,
124,124,,,245997724599793+366462+0,245997724599793+366715+0,1,
124,124,,,245997724599793+366157+0,245997724599793+366716+0,1,
124,124,,,245997724599793+366468+0,245997724599793+366716+0,1,
124,124,,,245997724599793+366167+0,245997724599793+366717+0,1,
124,124,,,245997724599793+366474+0,245997724599793+366717+0,1,
124,124,,,245997724599793+366177+0,245997724599793+366720+0,1,
124,124,,,245997724599793+366484+0,245997724599793+366720+0,1,
124,124,,,245997724599793+366187+0,245997724599793+366721+0,1,
124,124,,,245997724599793+366494+0,245997724599793+366721+0,1,
124,124,,,245997724599793+366199+0,245997724599793+366724+0,1,
124,124,,,245997724599793+366506+0,245997724599793+366724+0,1,
124,124,,,245997724599793+366208+0,245997724599793+366727+0,1,
124,124,,,245997724599793+366521+0,245997724599793+366727+0,1,
124,124,,,245997724599793+366249+1,245997724599793+366758+1,1,
124,124,,,245997724599783+366648+0,245997724599793+366771+0,1,
124,124,,,245997724599793+366290+1,245997724599793+366771+0,1,
124,124,,,245997724599783+366664+0,245997724599793+366772+0,1,
124,124,,,245997724599793+366305+0,245997724599793+366772+0,1,
124,124,,,245997724599783+366677+0,245997724599793+366776+0,1,
124,124,,,245997724599793+366321+0,245997724599793+366776+0,1,
124,124,,,245997724599793+366699+0,245997724599793+366788+0,1,
131,131,,,245997724599793+366433+1,245997724599793+366792+0,1,
131,131,,,245997724599793+366453+1,245997724599793+366795+0,1,
131,131,,,245997724599793+366375+0,245997724599793+366797+0,1,
131,131,,,245997724599793+366474+0,245997724599793+366800+0,1,
131,131,,,245997724599793+366494+0,245997724599793+366801+0,1,
131,131,,,245997724599783+366537+1,245997724599793+366813+0,1,
131,131,,,245997724599793+366393+1,245997724599793+366813+0,1,
131,131,,,245997724599793+366623+1,245997724599793+366833+0,1,
131,131,,,245997724599783+366677+0,245997724599793+366845+0,1,
140,140,,,245997724599793+366358+0,245997724599793+366854+0,1,
140,140,,,245997724599793+366441+1,245997724599793+366855+0,1,
140,140,,,245997724599793+366462+0,245997724599793+366859+0,1,
140,140,,,245997724599793+366474+0,245997724599793+366860+0,1,
140,140,,,245997724599793+366488+0,245997724599793+366864+0,1,
140,140,,,245997724599783+366512+0,245997724599793+366868+0,1,
140,140,,,245997724599783+366532+1,245997724599793+366869+0,1,
140,140,,,245997724599793+366569+1,245997724599793+366873+0,1,
140,140,,,245997724599793+366623+1,245997724599793+366884+0,1,
140,140,,,245997724599783+366677+0,245997724599793+366891+0,1,
76,76,,,245997724599793+367411+1,245997724599793+367038+1,1,
74,74,,,245997724599793+367415+1,245997724599793+367039+1,1,
74,74,,,245997724599793+367114+1,245997724599793+367048+1,1,
76,76,,,245997724599793+367419+1,245997724599793+367048+1,1,
74,74,,,245997724599793+367429+1,245997724599793+367050+1,1,
74,74,,,245997724599793+368901+1,245997724599793+367050+1,1,
62,62,,,245997724599783+367437+1,245997724599793+367051+1,1,
62,62,,,245997724599793+367198+1,245997724599793+367051+1,1,
74,74,,,245997724599793+367446+1,245997724599793+367053+1,1,
68,68,,,245997724599793+367219+1,245997724599793+367055+1,1,
68,68,,,245997724599793+367239+1,245997724599793+367056+0,1,
76,76,,,245997724599793+367401+0,245997724599793+367094+0,1,
76,76,,,245997724599793+368015+0,245997724599793+367098+0,1,
62,62,,,245997724599783+367095+1,245997724599793+367101+1,1,
20,20,,,245997724599793+367106+1,245997724599793+367109+1,1,
18,18,,,245997724599793+368257+1,245997724599793+367110+1,1,
94,94,,,245997724599793+367139+1,245997724599793+367114+1,1,
74,74,,,245997724599793+367268+1,245997724599793+367120+1,1,
74,74,,,245997724599783+367085+1,245997724599793+367126+1,1,
33,33,,,245997724599793+368409+0,245997724599793+367132+0,1,
94,94,,,245997724599793+367120+1,245997724599793+367142+0,1,
94,94,,,245997724599793+367126+1,245997724599793+367143+0,1,
76,76,,,245997724599793+367407+0,245997724599793+367154+1,1,
76,76,,,245997724599793+367419+1,245997724599793+367165+1,1,
74,74,,,245997724599793+367455+1,245997724599793+367219+1,1,
76,76,,,245997724599793+367581+1,245997724599793+367239+1,1,
76,76,,,245997724599793+367701+0,245997724599793+367254+0,1,
76,76,,,245997724599793+367707+0,245997724599793+367259+0,1,
76,76,,,245997724599793+367719+0,245997724599793+367265+0,1,
76,76,,,245997724599793+367726+0,245997724599793+367272+0,1,
76,76,,,245997724599793+367780+0,245997724599793+367279+0,1,
76,76,,,245997724599793+367938+0,245997724599793+367287+0,1,
76,76,,,245997724599783+368000+0,245997724599793+367296+0,1,
76,76,,,245997724599793+368005+0,245997724599793+367300+0,1,
76,76,,,245997724599783+368009+0,245997724599793+367304+0,1,
76,76,,,245997724599793+368043+0,245997724599793+367323+0,1,
76,76,,,245997724599793+368067+0,245997724599793+367334+0,1,
76,76,,,245997724599783+368090+0,245997724599793+367343+0,1,
76,76,,,245997724599793+368111+0,245997724599793+367347+0,1,
76,76,,,245997724599793+368120+0,245997724599793+367357+0,1,
76,76,,,245997724599783+368139+0,245997724599793+367368+0,1,
76,76,,,245997724599783+368190+0,245997724599793+367391+0,1,
76,76,,,245997724599793+367151+0,245997724599793+367404+1,1,
76,76,,,245997724599793+367156+1,245997724599793+367410+1,1,
76,76,,,245997724599793+367160+1,245997724599793+367414+1,1,
76,76,,,245997724599793+367040+1,245997724599793+367418+1,1,
76,76,,,245997724599793+367168+1,245997724599793+367427+1,1,
76,76,,,245997724599793+367178+1,245997724599793+367428+1,1,
76,76,,,245997724599793+367183+1,245997724599793+367432+0,1,
76,76,,,245997724599793+367191+0,245997724599793+367434+0,1,
76,76,,,245997724599793+367205+0,245997724599793+367444+0,1,
76,76,,,245997724599793+367212+0,245997724599793+367449+0,1,
76,76,,,245997724599793+367224+0,245997724599793+367454+0,1,
76,76,,,245997724599793+367233+0,245997724599793+367546+0,1,
94,94,,,245997724599793+368936+1,245997724599793+367581+1,1,
76,76,,,245997724599793+367249+0,245997724599793+367684+0,1,
76,76,,,245997724599793+367249+0,245997724599793+367704+0,1,
94,94,,,245997724599793+368976+0,245997724599793+367707+0,1,
94,94,,,245997724599793+368980+0,245997724599793+367726+0,1,
76,76,,,245997724599793+367268+1,245997724599793+367729+1,1,
76,76,,,245997724599793+367063+1,245997724599793+367817+1,1,
94,94,,,245997724599793+369050+0,245997724599793+367938+0,1,
74,74,,,245997724599783+367085+1,245997724599793+368008+1,1,
76,76,,,245997724599783+367085+1,245997724599793+368013+1,1,
74,74,,,245997724599793+367090+1,245997724599793+368014+1,1,
74,74,,,245997724599783+367314+1,245997724599793+368031+1,1,
94,94,,,245997724599793+369251+0,245997724599793+368043+0,1,
76,76,,,245997724599783+367314+1,245997724599793+368057+1,1,
76,76,,,245997724599793+367101+1,245997724599793+368106+1,1,
94,94,,,245997724599793+369255+0,245997724599793+368120+0,1,
76,76,,,245997724599783+367358+1,245997724599793+368123+0,1,
76,76,,,245997724599783+367363+0,245997724599793+368132+0,1,
76,76,,,245997724599783+367369+0,245997724599793+368147+0,1,
94,94,,,245997724599793+369260+0,245997724599793+368161+0,1,
76,76,,,245997724599793+367392+0,245997724599793+368199+0,1,
94,94,,,245997724599793+369295+0,245997724599793+368203+0,1,
76,76,,,245997724599793+367396+0,245997724599793+368204+0,1,
33,33,,,245997724599793+368358+0,245997724599793+368211+1,1,
33,33,,,245997724599793+368363+1,245997724599793+368222+1,1,
33,33,,,245997724599793+368368+1,245997724599793+368226+1,1,
33,33,,,245997724599793+368368+1,245997724599793+368228+1,1,
33,33,,,245997724599793+368372+1,245997724599793+368232+1,1,
33,33,,,245997724599793+368375+1,245997724599793+368244+1,1,
33,33,,,245997724599793+368383+1,245997724599793+368252+1,1,
33,33,,,245997724599793+368388+1,245997724599793+368256+1,1,
33,33,,,245997724599793+368391+1,245997724599793+368256+1,1,
33,33,,,245997724599793+368395+1,245997724599793+368257+1,1,
33,33,,,245997724599793+368399+1,245997724599793+368267+1,1,
33,33,,,245997724599783+368404+1,245997724599793+368271+1,1,
18,18,,,245997724599793+367111+0,245997724599793+368273+1,1,
33,33,,,245997724599793+368412+0,245997724599793+368274+0,1,
33,33,,,245997724599793+368417+0,245997724599793+368279+0,1,
33,33,,,245997724599793+368422+0,245997724599793+368283+0,1,
33,33,,,245997724599793+368427+0,245997724599793+368288+0,1,
20,20,,,245997724599793+367117+1,245997724599793+368293+1,1,
33,33,,,245997724599783+368430+0,245997724599793+368296+0,1,
18,18,,,245997724599793+367123+1,245997724599793+368298+1,1,
33,33,,,245997724599793+368437+0,245997724599793+368301+0,1,
18,18,,,245997724599793+367129+1,245997724599793+368304+1,1,
33,33,,,245997724599793+368441+0,245997724599793+368307+0,1,
33,33,,,245997724599793+368553+0,245997724599793+368310+0,1,
33,33,,,245997724599793+368620+0,245997724599793+368314+0,1,
18,18,,,245997724599793+367133+1,245997724599793+368315+1,1,
33,33,,,245997724599793+368673+0,245997724599793+368318+0,1,
33,33,,,245997724599793+368681+0,245997724599793+368319+0,1,
33,33,,,245997724599793+368722+0,245997724599793+368323+0,1,
18,18,,,245997724599793+367136+0,245997724599793+368324+0,1,
33,33,,,245997724599793+368833+0,245997724599793+368328+0,1,
33,33,,,245997724599793+368893+0,245997724599793+368349+0,1,
33,33,,,245997724599793+368207+0,245997724599793+368357+0,1,
33,33,,,245997724599793+368212+0,245997724599793+368361+1,1,
33,33,,,245997724599793+368216+1,245997724599793+368362+1,1,
33,33,,,245997724599793+368219+1,245997724599793+368366+1,1,
33,33,,,245997724599793+368223+1,245997724599793+368367+1,1,
33,33,,,245997724599793+368229+1,245997724599793+368371+1,1,
33,33,,,245997724599793+368235+0,245997724599793+368378+0,1,
33,33,,,245997724599793+368241+0,245997724599793+368380+0,1,
33,33,,,245997724599793+368245+0,245997724599793+368381+0,1,
33,33,,,245997724599793+368249+0,245997724599793+368382+0,1,
33,33,,,245997724599793+368253+0,245997724599793+368387+0,1,
33,33,,,245997724599793+368260+0,245997724599793+368394+0,1,
33,33,,,245997724599793+368264+0,245997724599793+368398+0,1,
33,33,,,245997724599793+368275+1,245997724599793+368415+1,1,
33,33,,,245997724599793+368280+1,245997724599793+368425+1,1,
33,33,,,245997724599793+368284+1,245997724599793+368425+1,1,
33,33,,,245997724599793+368289+1,245997724599793+368426+1,1,
33,33,,,245997724599793+368293+1,245997724599793+368426+1,1,
33,33,,,245997724599793+368298+1,245997724599793+368436+1,1,
33,33,,,245997724599793+368304+1,245997724599793+368440+1,1,
33,33,,,245997724599793+368311+1,245997724599793+368587+1,1,
33,33,,,245997724599793+368315+1,245997724599793+368661+1,1,
33,33,,,245997724599793+368320+1,245997724599793+368701+0,1,
33,33,,,245997724599793+368324+0,245997724599793+368756+0,1,
33,33,,,245997724599793+368329+0,245997724599793+368858+0,1,
33,33,,,245997724599783+368334+0,245997724599793+368882+0,1,
33,33,,,245997724599793+368350+0,245997724599793+368896+0,1,
94,94,,,245997724599793+367404+1,245997724599793+368899+0,1,
94,94,,,245997724599783+367422+1,245997724599793+368900+0,1,
94,94,,,245997724599793+367434+0,245997724599793+368904+0,1,
94,94,,,245997724599793+367449+0,245997724599793+368906+0,1,
94,94,,,245997724599793+367546+0,245997724599793+368928+0,1,
76,76,,,245997724599783+367057+0,245997724599793+368979+0,1,
74,74,,,245997724599793+367069+1,245997724599793+369018+1,1,
94,94,,,245997724599793+368031+1,245997724599793+369250+0,1,
94,94,,,245997724599783+368114+1,245997724599793+369254+0,1,
94,94,,,245997724599793+368132+0,245997724599793+369258+0,1,
94,94,,,245997724599783+368152+0,245997724599793+369259+0,1,
94,94,,,245997724599793+368185+0,245997724599793+369281+0,1,
140,140,,,245997724599793+366521+0,245997724599793+369436+0,1,
140,140,,,245997724599783+366580+1,245997724599793+369437+0,1,
140,140,,,245997724599793+366400+1,245997724599793+369437+0,1,
112,112,,,245997724599794+366212+0,245997724599794+366080+0,1,
112,112,,,245997724599794+366219+0,245997724599794+366081+0,1,
124,124,,,245997724599784+366416+0,245997724599794+366096+0,1,
124,124,,,245997724599794+366789+0,245997724599794+366096+0,1,
124,124,,,245997724599794+366427+0,245997724599794+366112+1,1,
124,124,,,245997724599794+366445+1,245997724599794+366132+1,1,
124,124,,,245997724599794+366456+1,245997724599794+366165+1,1,
124,124,,,245997724599794+366498+1,245997724599794+366203+1,1,
124,124,,,245997724599794+366517+1,245997724599794+366212+0,1,
124,124,,,245997724599794+366528+0,245997724599794+366219+0,1,
124,124,,,245997724599794+366730+0,245997724599794+366219+0,1,
124,124,,,245997724599794+366541+0,245997724599794+366231+0,1,
124,124,,,245997724599794+366733+0,245997724599794+366231+0,1,
124,124,,,245997724599794+366549+0,245997724599794+366233+0,1,
124,124,,,245997724599794+366553+0,245997724599794+366235+0,1,
124,124,,,245997724599794+366739+0,245997724599794+366235+0,1,
124,124,,,245997724599784+366559+0,245997724599794+366239+0,1,
124,124,,,245997724599794+366565+0,245997724599794+366241+0,1,
124,124,,,245997724599794+366744+0,245997724599794+366241+0,1,
124,124,,,245997724599794+366573+0,245997724599794+366243+0,1,
124,124,,,245997724599794+366585+0,245997724599794+366254+0,1,
124,124,,,245997724599794+366591+0,245997724599794+366258+0,1,
124,124,,,245997724599794+366752+0,245997724599794+366258+0,1,
124,124,,,245997724599794+366595+0,245997724599794+366260+0,1,
124,124,,,245997724599794+366599+0,245997724599794+366262+0,1,
124,124,,,245997724599794+366755+0,245997724599794+366262+0,1,
124,124,,,245997724599794+366607+0,245997724599794+366266+0,1,
124,124,,,245997724599794+366619+0,245997724599794+366274+0,1,
124,124,,,245997724599794+366627+0,245997724599794+366280+0,1,
124,124,,,245997724599794+366641+0,245997724599794+366284+0,1,
124,124,,,245997724599784+366669+0,245997724599794+366310+0,1,
124,124,,,245997724599794+366773+0,245997724599794+366310+0,1,
124,124,,,245997724599794+366695+0,245997724599794+366346+0,1,
124,124,,,245997724599794+366785+0,245997724599794+366346+0,1,
124,124,,,245997724599793+366702+0,245997724599794+366354+0,1,
124,124,,,245997724599794+366151+0,245997724599794+366375+0,1,
124,124,,,245997724599794+366804+1,245997724599794+366391+1,1,
131,131,,,245997724599794+366804+1,245997724599794+366391+1,1,
124,124,,,245997724599794+366733+0,245997724599794+366398+0,1,
124,124,,,245997724599794+366098+0,245997724599794+366421+0,1,
124,124,,,245997724599794+366361+0,245997724599794+366431+0,1,
116,116,,,245997724599794+366120+0,245997724599794+366433+1,1,
124,124,,,245997724599794+366120+0,245997724599794+366433+1,1,
116,116,,,245997724599794+366127+1,245997724599794+366441+1,1,
124,124,,,245997724599794+366127+1,245997724599794+366441+1,1,
140,140,,,245997724599794+366856+1,245997724599794+366451+1,1,
116,116,,,245997724599794+366134+1,245997724599794+366453+1,1,
124,124,,,245997724599794+366134+1,245997724599794+366453+1,1,
124,124,,,245997724599794+366141+1,245997724599794+366460+1,1,
124,124,,,245997724599794+366145+1,245997724599794+366462+0,1,
124,124,,,245997724599794+366157+0,245997724599794+366468+0,1,
124,124,,,245997724599794+366161+0,245997724599794+366472+0,1,
124,124,,,245997724599794+366167+0,245997724599794+366474+0,1,
140,140,,,245997724599794+366861+1,245997724599794+366478+1,1,
124,124,,,245997724599794+366171+0,245997724599794+366480+0,1,
140,140,,,245997724599794+366861+1,245997724599794+366482+1,1,
124,124,,,245997724599794+366177+0,245997724599794+366484+0,1,
124,124,,,245997724599794+366183+0,245997724599794+366488+0,1,
124,124,,,245997724599794+366187+0,245997724599794+366494+0,1,
124,124,,,245997724599794+366193+0,245997724599794+366502+0,1,
124,124,,,245997724599794+366199+0,245997724599794+366506+0,1,
140,140,,,245997724599794+366865+1,245997724599794+366510+1,1,
124,124,,,245997724599794+366208+0,245997724599794+366521+0,1,
124,124,,,245997724599794+366216+0,245997724599794+366526+0,1,
124,124,,,245997724599794+366730+0,245997724599794+366528+0,1,
131,131,,,245997724599794+366816+0,245997724599794+366549+0,1,
140,140,,,245997724599794+366870+0,245997724599794+366549+0,1,
124,124,,,245997724599794+366739+0,245997724599794+366553+0,1,
