from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
131,131,,,245999624599961+368148+0,245999624599961+367945+0,1,
140,140,,,245999624599961+368195+0,245999624599961+367945+0,1,
124,124,,,245999624599961+367668+0,245999624599961+367952+0,1,
124,124,,,245999624599961+367673+0,245999624599961+367956+0,1,
124,124,,,245999624599961+368099+0,245999624599961+367959+0,1,
124,124,,,245999624599961+367679+0,245999624599961+367965+0,1,
124,124,,,245999624599961+368103+0,245999624599961+367973+0,1,
124,124,,,245999624599961+367687+0,245999624599961+367979+0,1,
124,124,,,245999624599961+368108+0,245999624599961+367985+0,1,
140,140,,,245999624599961+368200+0,245999624599961+367985+0,1,
131,131,,,245999624599961+368158+0,245999624599961+367992+0,1,
124,124,,,245999624599961+367738+0,245999624599961+368023+0,1,
124,124,,,245999624599961+367473+0,245999624599961+368027+0,1,
124,124,,,245999624599961+367746+0,245999624599961+368027+0,1,
124,124,,,245999624599961+367483+0,245999624599961+368034+0,1,
124,124,,,245999624599961+367754+0,245999624599961+368034+0,1,
124,124,,,245999624599961+367495+0,245999624599961+368038+0,1,
124,124,,,245999624599961+367763+0,245999624599961+368038+0,1,
124,124,,,245999624599961+367505+0,245999624599961+368042+0,1,
124,124,,,245999624599961+367774+0,245999624599961+368042+0,1,
124,124,,,245999624599961+367517+0,245999624599961+368049+0,1,
124,124,,,245999624599961+367791+0,245999624599961+368049+0,1,
124,124,,,245999624599961+367534+0,245999624599961+368053+0,1,
124,124,,,245999624599961+367805+0,245999624599961+368053+0,1,
124,124,,,245999624599961+367551+0,245999624599961+368058+0,1,
124,124,,,245999624599961+367820+0,245999624599961+368058+0,1,
124,124,,,245999624599961+367564+0,245999624599961+368062+0,1,
124,124,,,245999624599961+367836+0,245999624599961+368062+0,1,
124,124,,,245999624599961+367577+0,245999624599961+368066+0,1,
124,124,,,245999624599961+367852+0,245999624599961+368066+0,1,
124,124,,,245999624599961+367594+0,245999624599961+368073+0,1,
124,124,,,245999624599961+367869+0,245999624599961+368073+0,1,
124,124,,,245999624599961+367606+0,245999624599961+368077+0,1,
124,124,,,245999624599961+367883+0,245999624599961+368077+0,1,
124,124,,,245999624599961+367622+0,245999624599961+368081+0,1,
124,124,,,245999624599961+367900+0,245999624599961+368081+0,1,
124,124,,,245999624599961+367635+0,245999624599961+368085+0,1,
124,124,,,245999624599961+367916+0,245999624599961+368085+0,1,
124,124,,,245999624599961+367650+0,245999624599961+368089+0,1,
124,124,,,245999624599961+367931+0,245999624599961+368089+0,1,
124,124,,,245999624599961+367668+0,245999624599961+368098+0,1,
124,124,,,245999624599961+367952+0,245999624599961+368098+0,1,
124,124,,,245999624599961+367679+0,245999624599961+368102+0,1,
124,124,,,245999624599961+367965+0,245999624599961+368102+0,1,
124,124,,,245999524599957+367978+0,245999624599961+368107+0,1,
124,124,,,245999624599961+367998+0,245999624599961+368119+0,1,
131,131,,,245999624599961+367754+0,245999624599961+368124+0,1,
131,131,,,245999624599961+367791+0,245999624599961+368128+0,1,
131,131,,,245999624599961+367836+0,245999624599961+368135+0,1,
131,131,,,245999624599961+367883+0,245999624599961+368143+0,1,
131,131,,,245999624599961+367952+0,245999624599961+368151+0,1,
131,131,,,245999524599957+367978+0,245999624599961+368157+0,1,
140,140,,,245999624599961+367746+0,245999624599961+368164+0,1,
140,140,,,245999624599961+367774+0,245999624599961+368170+0,1,
140,140,,,245999624599961+367820+0,245999624599961+368177+0,1,
140,140,,,245999624599961+367869+0,245999624599961+368181+0,1,
140,140,,,245999624599961+367916+0,245999624599961+368189+0,1,
140,140,,,245999624599961+367965+0,245999624599961+368198+0,1,
33,33,,,245999624599961+368687+0,245999624599961+368451+0,1,
33,33,,,245999624599961+368697+0,245999624599961+368468+0,1,
33,33,,,245999624599961+368707+0,245999624599961+368477+0,1,
33,33,,,245999624599961+368717+0,245999624599961+368486+0,1,
33,33,,,245999624599961+368727+0,245999624599961+368496+0,1,
33,33,,,245999624599961+368737+0,245999624599961+368506+0,1,
33,33,,,245999624599961+368752+0,245999624599961+368516+0,1,
33,33,,,245999624599961+368762+0,245999624599961+368530+0,1,
33,33,,,245999624599961+368769+0,245999624599961+368543+0,1,
33,33,,,245999624599961+368776+0,245999624599961+368558+0,1,
33,33,,,245999624599961+368788+0,245999624599961+368571+0,1,
33,33,,,245999624599961+368804+0,245999624599961+368582+0,1,
33,33,,,245999624599961+368816+0,245999624599961+368595+0,1,
33,33,,,245999624599961+368827+0,245999624599961+368609+0,1,
33,33,,,245999624599961+368838+0,245999624599961+368625+0,1,
33,33,,,245999624599961+368845+0,245999624599961+368643+0,1,
33,33,,,245999624599961+368854+0,245999624599961+368657+0,1,
33,33,,,245999624599961+368867+0,245999624599961+368668+0,1,
33,33,,,245999624599961+368872+0,245999624599961+368672+0,1,
33,33,,,245998124600017+368877+0,245999624599961+368678+0,1,
33,33,,,245999624599961+368448+0,245999624599961+368684+0,1,
33,33,,,245999624599961+368457+0,245999624599961+368691+0,1,
33,33,,,245999624599961+368463+0,245999624599961+368694+0,1,
33,33,,,245999624599961+368474+0,245999624599961+368704+0,1,
33,33,,,245999624599961+368482+0,245999624599961+368713+0,1,
33,33,,,245999624599961+368493+0,245999624599961+368721+0,1,
33,33,,,245999624599961+368501+0,245999624599961+368735+0,1,
33,33,,,245999624599961+368513+0,245999624599961+368748+0,1,
33,33,,,245999624599961+368525+0,245999624599961+368758+0,1,
33,33,,,245999624599961+368540+0,245999624599961+368766+0,1,
33,33,,,245999624599961+368550+0,245999624599961+368773+0,1,
33,33,,,245999624599961+368561+0,245999624599961+368781+0,1,
33,33,,,245999624599961+368566+0,245999624599961+368784+0,1,
33,33,,,245999624599961+368574+0,245999624599961+368792+0,1,
33,33,,,245999624599961+368577+0,245999624599961+368800+0,1,
33,33,,,245999624599961+368585+0,245999624599961+368808+0,1,
33,33,,,245999624599961+368591+0,245999624599961+368812+0,1,
33,33,,,245999624599961+368604+0,245999624599961+368823+0,1,
33,33,,,245999624599961+368617+0,245999624599961+368831+0,1,
33,33,,,245999624599961+368637+0,245999624599961+368842+0,1,
33,33,,,245999624599961+368650+0,245999624599961+368849+0,1,
33,33,,,245999624599961+368664+0,245999624599961+368862+0,1,
33,33,,,245999624599961+368676+0,245999624599961+368875+0,1,
68,68,,,245999624599961+369125+0,245999624599961+368913+0,1,
68,68,,,245999624599961+369132+0,245999624599961+368919+0,1,
68,68,,,245999624599961+369141+0,245999624599961+368922+0,1,
68,68,,,245999624599961+369148+0,245999624599961+368926+0,1,
76,76,,,245999624599961+369103+0,245999624599961+368986+0,1,
76,76,,,245999624599961+369109+0,245999624599961+368988+0,1,
76,76,,,245999624599961+369116+0,245999624599961+368995+0,1,
76,76,,,245999624599961+369119+0,245999624599961+369002+0,1,
76,76,,,245999624599961+369127+0,245999624599961+369005+0,1,
76,76,,,245999624599961+369135+0,245999624599961+369009+0,1,
76,76,,,245999624599961+369143+0,245999624599961+369014+0,1,
76,76,,,245999624599961+369150+0,245999624599961+369020+0,1,
76,76,,,245999624599961+369154+0,245999624599961+369023+0,1,
76,76,,,245999624599961+369158+0,245999624599961+369027+0,1,
76,76,,,245999624599961+369167+0,245999624599961+369030+0,1,
76,76,,,245999624599961+369172+0,245999624599961+369033+0,1,
76,76,,,245999624599961+369182+0,245999624599961+369037+0,1,
76,76,,,245999624599961+369188+0,245999624599961+369040+0,1,
76,76,,,245999624599961+369197+0,245999624599961+369045+0,1,
76,76,,,245999624599961+369206+0,245999624599961+369055+0,1,
76,76,,,245999624599961+369217+0,245999624599961+369062+0,1,
76,76,,,245999624599961+369227+0,245999624599961+369071+0,1,
76,76,,,245999624599961+369237+0,245999624599961+369082+0,1,
76,76,,,245999624599961+368991+0,245999624599961+369113+0,1,
94,94,,,245999624599961+369264+0,245999624599961+369116+0,1,
76,76,,,245999624599961+368998+0,245999624599961+369118+0,1,
76,76,,,245999624599961+369003+0,245999624599961+369121+0,1,
94,94,,,245999624599961+369267+0,245999624599961+369127+0,1,
76,76,,,245999624599961+369006+0,245999624599961+369129+0,1,
76,76,,,245999624599961+369012+0,245999624599961+369137+0,1,
94,94,,,245999624599961+369272+0,245999624599961+369143+0,1,
76,76,,,245999624599961+369015+0,245999624599961+369145+0,1,
76,76,,,245999624599961+369021+0,245999624599961+369152+0,1,
94,94,,,245999624599961+369275+0,245999624599961+369154+0,1,
76,76,,,245999624599961+369024+0,245999624599961+369157+0,1,
76,76,,,245999624599961+369028+0,245999624599961+369162+0,1,
94,94,,,245999624599961+369278+0,245999624599961+369167+0,1,
76,76,,,245999624599961+369031+0,245999624599961+369169+0,1,
76,76,,,245999624599961+369034+0,245999624599961+369176+0,1,
94,94,,,245999624599961+369282+0,245999624599961+369182+0,1,
76,76,,,245999624599961+369038+0,245999624599961+369184+0,1,
76,76,,,245999624599961+369041+0,245999624599961+369190+0,1,
94,94,,,245999624599961+369285+0,245999624599961+369197+0,1,
76,76,,,245999624599961+369048+0,245999624599961+369203+0,1,
76,76,,,245999624599961+369059+0,245999624599961+369213+0,1,
94,94,,,245999624599961+369289+0,245999624599961+369217+0,1,
76,76,,,245999624599961+369066+0,245999624599961+369223+0,1,
76,76,,,245999624599961+369075+0,245999624599961+369233+0,1,
76,76,,,245999624599961+369078+0,245999624599961+369236+0,1,
94,94,,,245999624599961+369292+0,245999624599961+369237+0,1,
76,76,,,245999624599961+369091+0,245999624599961+369244+0,1,
76,76,,,245999624599961+369095+0,245999624599961+369249+0,1,
94,94,,,245999624599961+369113+0,245999624599961+369263+0,1,
94,94,,,245999624599961+369121+0,245999624599961+369266+0,1,
94,94,,,245999624599961+369137+0,245999624599961+369271+0,1,
94,94,,,245999624599961+369152+0,245999624599961+369274+0,1,
94,94,,,245999624599961+369162+0,245999624599961+369277+0,1,
94,94,,,245999624599961+369176+0,245999624599961+369280+0,1,
94,94,,,245999624599961+369190+0,245999624599961+369284+0,1,
94,94,,,245999624599961+369213+0,245999624599961+369288+0,1,
94,94,,,245999624599961+369240+0,245999624599961+369298+0,1,
124,124,,,245999724600002+366646+0,245999724599992+366288+0,1,
124,124,,,245999724600002+366662+0,245999724599992+366303+0,1,
124,124,,,245999724600002+366843+0,245999724599992+366319+0,1,
124,124,,,245999724600002+366683+0,245999724599992+366327+0,1,
124,124,,,245999724600002+366778+0,245999724599992+366327+0,1,
124,124,,,245999724600002+366206+0,245999724599992+366514+0,1,
124,124,,,245999724600002+366251+1,245999724599992+366605+1,1,
124,124,,,245999724600002+366292+1,245999724599992+366650+0,1,
124,124,,,245999724600002+366299+0,245999724599992+366659+0,1,
124,124,,,245999724600002+366307+0,245999724599992+366666+0,1,
124,124,,,245999724600002+366322+0,245999724599992+366679+0,1,
76,76,,,245999724599992+368020+0,245999724599992+367099+0,1,
76,76,,,245999724600002+368162+0,245999724599992+367380+0,1,
76,76,,,245999724599992+368171+0,245999724599992+367387+0,1,
76,76,,,245999724600002+367045+1,245999724599992+367424+1,1,
76,76,,,245999724600002+367262+0,245999724599992+367710+0,1,
76,76,,,245999724599992+367057+0,245999724599992+367717+0,1,
76,76,,,245999724600002+367061+0,245999724599992+367724+1,1,
74,74,,,245999724600002+367064+1,245999724599992+367752+1,1,
94,94,,,245999724600002+369165+0,245999724599992+368011+0,1,
76,76,,,245999724600002+367091+1,245999724599992+368018+1,1,
76,76,,,245999724599992+367350+1,245999724599992+368116+1,1,
76,76,,,245999724600002+367377+0,245999724599992+368154+0,1,
76,76,,,245999724600002+367385+0,245999724599992+368165+0,1,
94,94,,,245999724600002+369269+0,245999724599992+368171+0,1,
33,33,,,245999724600002+368880+0,245999724599992+368333+0,1,
33,33,,,245999724599992+368885+0,245999724599992+368338+0,1,
33,33,,,245999724600002+368889+0,245999724599992+368342+0,1,
33,33,,,245999724600002+368269+0,245999724599992+368402+0,1,
33,33,,,245999724599992+368346+0,245999724599992+368891+0,1,
124,124,,,245999724600003+366646+0,245999724599993+366288+0,1,
124,124,,,245999724600003+366662+0,245999724599993+366303+0,1,
124,124,,,245999724600003+366843+0,245999724599993+366319+0,1,
124,124,,,245999724600003+366683+0,245999724599993+366327+0,1,
124,124,,,245999724600003+366778+0,245999724599993+366327+0,1,
124,124,,,245999724600003+366206+0,245999724599993+366514+0,1,
124,124,,,245999724600003+366251+1,245999724599993+366605+1,1,
124,124,,,245999724600003+366292+1,245999724599993+366650+0,1,
124,124,,,245999724600003+366299+0,245999724599993+366659+0,1,
124,124,,,245999724600003+366307+0,245999724599993+366666+0,1,
124,124,,,245999724600003+366322+0,245999724599993+366679+0,1,
76,76,,,245999724599993+368020+0,245999724599993+367099+0,1,
76,76,,,245999724600003+368162+0,245999724599993+367380+0,1,
76,76,,,245999724599993+368171+0,245999724599993+367387+0,1,
76,76,,,245999724600003+367045+1,245999724599993+367424+1,1,
76,76,,,245999724600003+367262+0,245999724599993+367710+0,1,
76,76,,,245999724599993+367057+0,245999724599993+367717+0,1,
76,76,,,245999724600003+367061+0,245999724599993+367724+1,1,
74,74,,,245999724600003+367064+1,245999724599993+367752+1,1,
94,94,,,245999724600003+369165+0,245999724599993+368011+0,1,
76,76,,,245999724600003+367091+1,245999724599993+368018+1,1,
76,76,,,245999724599993+367350+1,245999724599993+368116+1,1,
76,76,,,245999724600003+367377+0,245999724599993+368154+0,1,
76,76,,,245999724600003+367385+0,245999724599993+368165+0,1,
94,94,,,245999724600003+369269+0,245999724599993+368171+0,1,
33,33,,,245999724600003+368880+0,245999724599993+368333+0,1,
33,33,,,245999724599993+368885+0,245999724599993+368338+0,1,
33,33,,,245999724600003+368889+0,245999724599993+368342+0,1,
33,33,,,245999724600003+368269+0,245999724599993+368402+0,1,
33,33,,,245999724599993+368346+0,245999724599993+368891+0,1,
124,124,,,245999724600004+366646+0,245999724599994+366288+0,1,
124,124,,,245999724600004+366662+0,245999724599994+366303+0,1,
124,124,,,245999724600004+366843+0,245999724599994+366319+0,1,
124,124,,,245999724600004+366683+0,245999724599994+366327+0,1,
124,124,,,245999724600004+366778+0,245999724599994+366327+0,1,
124,124,,,245999724600004+366206+0,245999724599994+366514+0,1,
124,124,,,245999724600004+366251+1,245999724599994+366605+1,1,
124,124,,,245999724600004+366292+1,245999724599994+366650+0,1,
124,124,,,245999724600004+366299+0,245999724599994+366659+0,1,
124,124,,,245999724600004+366307+0,245999724599994+366666+0,1,
124,124,,,245999724600004+366322+0,245999724599994+366679+0,1,
76,76,,,245999724599994+368020+0,245999724599994+367099+0,1,
76,76,,,245999724600004+368162+0,245999724599994+367380+0,1,
76,76,,,245999724599994+368171+0,245999724599994+367387+0,1,
76,76,,,245999724600004+367045+1,245999724599994+367424+1,1,
76,76,,,245999724600004+367262+0,245999724599994+367710+0,1,
76,76,,,245999724599994+367057+0,245999724599994+367717+0,1,
76,76,,,245999724600004+367061+0,245999724599994+367724+1,1,
74,74,,,245999724600004+367064+1,245999724599994+367752+1,1,
94,94,,,245999724600004+369165+0,245999724599994+368011+0,1,
76,76,,,245999724600004+367091+1,245999724599994+368018+1,1,
76,76,,,245999724599994+367350+1,245999724599994+368116+1,1,
76,76,,,245999724600004+367377+0,245999724599994+368154+0,1,
76,76,,,245999724600004+367385+0,245999724599994+368165+0,1,
94,94,,,245999724600004+369269+0,245999724599994+368171+0,1,
33,33,,,245999724600004+368880+0,245999724599994+368333+0,1,
33,33,,,245999724599994+368885+0,245999724599994+368338+0,1,
33,33,,,245999724600004+368889+0,245999724599994+368342+0,1,
33,33,,,245999724600004+368269+0,245999724599994+368402+0,1,
33,33,,,245999724599994+368346+0,245999724599994+368891+0,1,
112,112,,,245999724600002+366214+0,245999724600002+366080+0,1,
112,112,,,245999724600002+366221+0,245999724600002+366082+0,1,
124,124,,,245999724600002+366419+0,245999724600002+366097+0,1,
124,124,,,245999724600002+366790+0,245999724600002+366097+0,1,
124,124,,,245999724600002+366429+0,245999724600002+366113+1,1,
124,124,,,245999724600002+366447+1,245999724600002+366133+1,1,
124,124,,,245999724600002+366458+1,245999724600002+366166+1,1,
124,124,,,245999724600002+366500+1,245999724600002+366204+1,1,
124,124,,,245999724600002+366519+1,245999724600002+366214+0,1,
124,124,,,245999724600002+366530+0,245999724600002+366221+0,1,
124,124,,,245999724600002+366731+0,245999724600002+366221+0,1,
124,124,,,245999724600002+366543+0,245999724600002+366232+0,1,
124,124,,,245999724600002+366734+0,245999724600002+366232+0,1,
124,124,,,245999724600002+366551+0,245999724600002+366234+0,1,
124,124,,,245999724600002+366555+0,245999724600002+366236+0,1,
124,124,,,245999724600002+366740+0,245999724600002+366236+0,1,
124,124,,,245999724600002+366561+0,245999724600002+366240+0,1,
124,124,,,245999724600002+366567+0,245999724600002+366242+0,1,
124,124,,,245999724600002+366745+0,245999724600002+366242+0,1,
124,124,,,245999724600002+366574+0,245999724600002+366244+0,1,
124,124,,,245999724600002+366578+0,245999724600002+366248+0,1,
124,124,,,245999724600002+366750+0,245999724600002+366248+0,1,
124,124,,,245999724600002+366587+0,245999724600002+366255+0,1,
124,124,,,245999724600002+366593+0,245999724600002+366259+0,1,
124,124,,,245999724600002+366753+0,245999724600002+366259+0,1,
124,124,,,245999724600002+366597+0,245999724600002+366261+0,1,
124,124,,,245999724600002+366601+0,245999724600002+366263+0,1,
124,124,,,245999724600002+366756+0,245999724600002+366263+0,1,
124,124,,,245999724600002+366609+0,245999724600002+366267+0,1,
124,124,,,245999724600002+366615+0,245999724600002+366273+0,1,
124,124,,,245999724600002+366761+0,245999724600002+366273+0,1,
124,124,,,245999724600002+366621+0,245999724600002+366275+0,1,
124,124,,,245999724600002+366629+0,245999724600002+366281+0,1,
124,124,,,245999724600002+366643+0,245999724600002+366285+0,1,
124,124,,,245999724600002+366655+0,245999724600002+366297+0,1,
124,124,,,245999724600002+366672+0,245999724600002+366311+0,1,
124,124,,,245999724600002+366774+0,245999724600002+366311+0,1,
124,124,,,245999724600002+366693+0,245999724600002+366345+0,1,
124,124,,,245999724600002+366783+0,245999724600002+366345+0,1,
124,124,,,245999724600002+366697+0,245999724600002+366347+0,1,
124,124,,,245999724600002+366786+0,245999724600002+366347+0,1,
124,124,,,245999724600002+366153+0,245999724600002+366377+0,1,
124,124,,,245999724600002+366805+1,245999724600002+366392+1,1,
131,131,,,245999724600002+366805+1,245999724600002+366392+1,1,
124,124,,,245999724600002+366734+0,245999724600002+366399+0,1,
124,124,,,245999724600002+366790+0,245999724600002+366419+0,1,
131,131,,,245999724600002+366852+0,245999724600002+366419+0,1,
140,140,,,245999724600002+366899+0,245999724600002+366419+0,1,
124,124,,,245999024600002+366101+0,245999724600002+366422+0,1,
124,124,,,245999724600002+366363+0,245999724600002+366432+0,1,
116,116,,,245999724600002+366121+0,245999724600002+366435+1,1,
124,124,,,245999724600002+366121+0,245999724600002+366435+1,1,
116,116,,,245999724600002+366128+1,245999724600002+366443+1,1,
124,124,,,245999724600002+366128+1,245999724600002+366443+1,1,
140,140,,,245999724600002+366857+1,245999724600002+366452+1,1,
116,116,,,245999724600002+366135+1,245999724600002+366454+1,1,
124,124,,,245999724600002+366135+1,245999724600002+366454+1,1,
124,124,,,245999724600002+366143+1,245999724600002+366461+1,1,
124,124,,,245999724600002+366147+1,245999724600002+366464+0,1,
124,124,,,245999724600002+366159+0,245999724600002+366470+0,1,
124,124,,,245999724600002+366163+0,245999724600002+366473+0,1,
124,124,,,245999724600002+366169+0,245999724600002+366476+0,1,
140,140,,,245999724600002+366862+1,245999724600002+366479+1,1,
124,124,,,245999724600002+366173+0,245999724600002+366481+0,1,
140,140,,,245999724600002+366862+1,245999724600002+366483+1,1,
124,124,,,245999724600002+366179+0,245999724600002+366486+0,1,
124,124,,,245999724600002+366185+0,245999724600002+366490+0,1,
124,124,,,245999724600002+366189+0,245999724600002+366496+0,1,
124,124,,,245999724600002+366195+0,245999724600002+366503+0,1,
124,124,,,245999724600002+366201+0,245999724600002+366508+0,1,
140,140,,,245999724600002+366866+1,245999724600002+366511+1,1,
124,124,,,245999724600002+366209+0,245999724600002+366522+0,1,
124,124,,,245999724600002+366217+0,245999724600002+366527+0,1,
124,124,,,245999724600002+366731+0,245999724600002+366530+0,1,
124,124,,,245999724600002+366225+0,245999724600002+366535+1,1,
131,131,,,245999724600002+366395+1,245999724600002+366539+1,1,
131,131,,,245999724600002+366818+0,245999724600002+366551+0,1,
140,140,,,245999724600002+366871+0,245999724600002+366551+0,1,
124,124,,,245999724600002+366740+0,245999724600002+366555+0,1,
124,124,,,245999724600002+366229+1,245999724600002+366558+1,1,
124,124,,,245999724600002+366745+0,245999724600002+366567+0,1,
131,131,,,245999724600002+366821+0,245999724600002+366567+0,1,
140,140,,,245999724600002+366875+0,245999724600002+366574+0,1,
124,124,,,245999724600002+366750+0,245999724600002+366578+0,1,
131,131,,,245999724600002+366826+0,245999724600002+366587+0,1,
124,124,,,245999724600002+366753+0,245999724600002+366593+0,1,
140,140,,,245999724599992+366879+0,245999724600002+366597+0,1,
124,124,,,245999724600002+366756+0,245999724600002+366601+0,1,
131,131,,,245999724600002+366829+0,245999724600002+366601+0,1,
124,124,,,245999724600002+366761+0,245999724600002+366615+0,1,
140,140,,,245999724600002+366882+0,245999724600002+366621+0,1,
124,124,,,245999724600002+366270+1,245999724600002+366625+1,1,
131,131,,,245999724600002+366835+0,245999724600002+366629+0,1,
124,124,,,245999724600002+366278+1,245999724600002+366632+1,1,
140,140,,,245999724600002+366886+0,245999724600002+366643+0,1,
131,131,,,245999724600002+366838+0,245999724600002+366646+0,1,
140,140,,,245999724600002+366889+0,245999724600002+366662+0,1,
124,124,,,245999724600002+366774+0,245999724600002+366672+0,1,
124,124,,,245999724599992+366314+0,245999724600002+366676+0,1,
124,124,,,245999724600002+366778+0,245999724600002+366683+0,1,
140,140,,,245999724600002+366893+0,245999724600002+366683+0,1,
124,124,,,245999724599992+366331+0,245999724600002+366686+0,1,
124,124,,,245999724599992+366338+0,245999724600002+366688+0,1,
124,124,,,245999724600002+366783+0,245999724600002+366693+0,1,
140,140,,,245999724600002+366896+0,245999724600002+366693+0,1,
124,124,,,245999724600002+366786+0,245999724600002+366697+0,1,
131,131,,,245999724600002+366849+0,245999724600002+366697+0,1,
124,124,,,245999624599961+367696+0,245999724600002+366700+0,1,
124,124,,,245999724600002+366147+1,245999724600002+366715+0,1,
124,124,,,245999724600002+366464+0,245999724600002+366715+0,1,
124,124,,,245999724600002+366159+0,245999724600002+366716+0,1,
124,124,,,245999724600002+366470+0,245999724600002+366716+0,1,
124,124,,,245999724600002+366169+0,245999724600002+366717+0,1,
124,124,,,245999724600002+366476+0,245999724600002+366717+0,1,
124,124,,,245999724600002+366179+0,245999724600002+366720+0,1,
124,124,,,245999724600002+366486+0,245999724600002+366720+0,1,
124,124,,,245999724600002+366189+0,245999724600002+366721+0,1,
124,124,,,245999724600002+366496+0,245999724600002+366721+0,1,
124,124,,,245999724600002+366201+0,245999724600002+366724+0,1,
124,124,,,245999724600002+366508+0,245999724600002+366724+0,1,
124,124,,,245999724600002+366209+0,245999724600002+366727+0,1,
124,124,,,245999724600002+366522+0,245999724600002+366727+0,1,
124,124,,,245999724600002+366251+1,245999724600002+366759+1,1,
124,124,,,245999724599992+366650+0,245999724600002+366771+0,1,
124,124,,,245999724600002+366292+1,245999724600002+366771+0,1,
124,124,,,245999724599992+366666+0,245999724600002+366772+0,1,
124,124,,,245999724600002+366307+0,245999724600002+366772+0,1,
124,124,,,245999724599992+366679+0,245999724600002+366776+0,1,
124,124,,,245999724600002+366322+0,245999724600002+366776+0,1,
124,124,,,245999624599961+367687+0,245999724600002+366781+0,1,
124,124,,,245999624599961+367979+0,245999724600002+366781+0,1,
124,124,,,245999624599961+367696+0,245999724600002+366788+0,1,
124,124,,,245999724600002+366700+0,245999724600002+366788+0,1,
131,131,,,245999724600002+366435+1,245999724600002+366792+0,1,
131,131,,,245999724600002+366454+1,245999724600002+366796+0,1,
131,131,,,245999724600002+366377+0,245999724600002+366797+0,1,
131,131,,,245999724600002+366476+0,245999724600002+366800+0,1,
131,131,,,245999724600002+366496+0,245999724600002+366801+0,1,
124,124,,,245999724600002+366209+0,245999724600002+366810+0,1,
131,131,,,245999724600002+366522+0,245999724600002+366810+0,1,
131,131,,,245999724600002+366395+1,245999724600002+366813+0,1,
131,131,,,245999724600002+366539+1,245999724600002+366813+0,1,
131,131,,,245999724600002+366625+1,245999724600002+366833+0,1,
131,131,,,245999724599992+366679+0,245999724600002+366846+0,1,
131,131,,,245999624599961+367979+0,245999724600002+366847+0,1,
140,140,,,245999724600002+366359+0,245999724600002+366854+0,1,
140,140,,,245999724600002+366443+1,245999724600002+366855+0,1,
140,140,,,245999724600002+366464+0,245999724600002+366859+0,1,
140,140,,,245999724600002+366476+0,245999724600002+366860+0,1,
140,140,,,245999724600002+366490+0,245999724600002+366864+0,1,
140,140,,,245999724599992+366514+0,245999724600002+366868+0,1,
140,140,,,245999724600002+366535+1,245999724600002+366869+0,1,
140,140,,,245999724600002+366571+1,245999724600002+366873+0,1,
140,140,,,245999724600002+366625+1,245999724600002+366884+0,1,
140,140,,,245999724599992+366679+0,245999724600002+366891+0,1,
76,76,,,245999724600002+367412+1,245999724600002+367038+1,1,
74,74,,,245999724600002+367416+1,245999724600002+367039+1,1,
74,74,,,245999724600002+367115+1,245999724600002+367048+1,1,
76,76,,,245999724600002+367420+1,245999724600002+367048+1,1,
74,74,,,245999724600002+367430+1,245999724600002+367050+1,1,
74,74,,,245999724600002+368902+1,245999724600002+367050+1,1,
62,62,,,245999724599992+367439+1,245999724600002+367051+1,1,
62,62,,,245999724600002+367199+1,245999724600002+367051+1,1,
74,74,,,245999724600002+367447+1,245999724600002+367053+1,1,
68,68,,,245999724600002+367220+1,245999724600002+367055+1,1,
68,68,,,245999724600002+367240+1,245999724600002+367056+0,1,
76,76,,,245999724600002+367402+0,245999724600002+367094+0,1,
76,76,,,245999724600002+368016+0,245999724600002+367098+0,1,
62,62,,,245999724599992+367095+1,245999724600002+367102+1,1,
20,20,,,245999724600002+367107+1,245999724600002+367109+1,1,
18,18,,,245999724600002+368258+1,245999724600002+367110+1,1,
94,94,,,245999724600002+367140+1,245999724600002+367115+1,1,
74,74,,,245999724600002+367269+1,245999724600002+367121+1,1,
74,74,,,245999724599992+367087+1,245999724600002+367127+1,1,
33,33,,,245999724600002+368410+0,245999724600002+367132+0,1,
94,94,,,245999724600002+367121+1,245999724600002+367142+0,1,
94,94,,,245999724600002+367127+1,245999724600002+367143+0,1,
76,76,,,245999724600002+367408+0,245999724600002+367154+1,1,
76,76,,,245999724600002+367420+1,245999724600002+367165+1,1,
74,74,,,245999724600002+367456+1,245999724600002+367220+1,1,
76,76,,,245999724600002+367582+1,245999724600002+367240+1,1,
76,76,,,245999724600002+367702+0,245999724600002+367254+0,1,
76,76,,,245999724600002+367708+0,245999724600002+367259+0,1,
76,76,,,245999724600002+367720+0,245999724600002+367265+0,1,
76,76,,,245999724600002+367727+0,245999724600002+367272+0,1,
76,76,,,245999724600002+367781+0,245999724600002+367279+0,1,
76,76,,,245999724600002+367939+0,245999724600002+367287+0,1,
76,76,,,245999724599992+368000+0,245999724600002+367296+0,1,
76,76,,,245999724600002+368006+0,245999724600002+367300+0,1,
76,76,,,245999724599992+368011+0,245999724600002+367304+0,1,
76,76,,,245999724600002+368044+0,245999724600002+367323+0,1,
76,76,,,245999724600002+368068+0,245999724600002+367334+0,1,
76,76,,,245999724599992+368092+0,245999724600002+367343+0,1,
76,76,,,245999724600002+368112+0,245999724600002+367347+0,1,
76,76,,,245999724600002+368121+0,245999724600002+367357+0,1,
76,76,,,245999724599992+368141+0,245999724600002+367368+0,1,
76,76,,,245999724599992+368192+0,245999724600002+367391+0,1,
